@relation 10-spell-checked.arff

@attribute id numeric
@attribute color {x,black,'dark gray','light gray',white}
@attribute text string
@attribute score {0,1,2}

@data
26655,black,'i choose black became black makes it hoter nd that will affect the doghouse by making it hotter....in the experiment i t showed that black is hotter.',2
26656,white,'It won\'t effect it at all becuase white don\'t adore to much energy and won\'t cuase any heat like black will',0
26657,black,'if they use the darkest color available then it absorbs the heat energy better so that when the dog uses the doghouse it will be warm.',1
26658,white,'The paint color that they should use is white . This is because the average temperature of the white lid was 42 degrees , while the average temperatures for the other colors were 45, 48, and 53 degrees  . This shows that the white lid was 11 degrees  degrees color on average than the black lid. Therefore, the dog would stay cooler and more comfortable in t he white house, wheras he could become too hot in the black one.',2
26659,'light gray','It wont make the dog hot or cold because it\'s in between.The highest tempature would be to hot because its 54 degrees  an d the lowest would be to cold which is 41 degrees  and light gray is in the middle of both the tempatures so its not too hot or cold.',1
26660,black,'If the doghouse had a black roof, it would benefit the dog in all kinds of weather. For example, in the winter time or when it is cold out, the black roof keeps all of the dog\'s body heat in the house, instead of wasting it. And in the summer, when it\'s hot, he\'ll be outside playing, and his doghouse temperature won\'t matter that much .',0
26661,black,'It would make the doghouse warmer.',1
26662,'light gray','the doghouse would not get too hot',1
26663,'light gray','You dont want the dog to hot so make it so it will be cooler inside. It will be about 45 degrees C',0
26664,white,'white will keep the dog cool in the summer. s o the doghouse wont be super hot it will be cool enough to be in comfort ably for the dog.in the winter it will just be a normal temperature.',1
26665,white,'white because it holds the least amount of heat.',1
26666,'light gray','Well ,I pick Light gray because I wouldn\'t wan t too much energy in my dogs house if i had to pick a color . Most dogs g oes in their house soo they can either cool off or to relax .',0
26667,'light gray','Light gray will be the best color to paint fo r the doghouse, because it wouldn\'t attract a lot of heat like the color black and dark gray would.',0
26668,'dark gray','The light grey color of the doghouse would m ake it nuetral inside because it stayed the same throughout each experiment.',0
26669,black,'The sun absorbs more energy in the color. Mak ing the inside of the doghouse hot &amp; warm.',1
26670,'dark gray','i think it should be dark gray becuase when i ts summer the color will absorb heat so he cant say nice and warm and cool at the same time..',1
26671,black,'if they painted the doghouse black, then it w ill be hotter inside the doghouse because the darker the color the more heat it will absorb. example: the black lid created the hottest air temperature in the jar.',2
26672,white,'The best color to paint a doghouse is white because white keeps the doghouse less warmer',1
26673,black,'a black doghouse will hold in heat so the dog wont get cold. a white doghouse will make it colder than all of the oth er colors.',1
26674,white,'the darker the color is the hotter it will be inside. the lighter the color is it will not be as not inside.',1
26675,white,'The color white will effect the inside of the doghouse because it will keep it cooler in the summer when it hot. For example, when the white lid was placed under the lamp it heated up to abou t 42 degrees C but when the black lid was placed under the lamp it heated up to about 53 degrees C.',2
26676,white,'white will, attract less heat. i say this because, it had the lowest average of 42 degrees  thats 1 degrees  less than gray, 6 degrees  less that dark grey, and 11 degrees  less than black.',2
26677,'light gray','well if the color is to dark then the doghouse would be to hot so use a color the might not make the dohouse to',1
26678,black,'i think black would be the best for the color of a doghouse because darker color aborb more energy and black is the dark.st one',0
26679,'dark gray','Brandi and Jerry should pant their doghouse dark gray. I think they should paint the doghouse dark gray because in the experiment Hot Lamp the average of the averages in tha t experiment was 57, and the closest temperature of the averages in that experiment is the dark gray lid.',0
26680,white,'because in the graph is says the average is 4 2 and thats why i picked white cause different chemical.',0
26681,white,'The color white will affect the doghouse by changing the temperature and making it much cooler in the doghouse . In the experiment it showed that the color white was much colder thanth e othercolors they testedit was an average of 42 when black was 53C',2
26682,black,'The color will keep the doghouse temperature warmer. The black color will absorb the heat of the day and keep the doghouse warm at night.',1
26683,white,'White would be the best because then the dog would not get too hot.',1
26684,black,'The color Black would increase air temperature inside the doghouse. This is modeled in the experiment because when the lid on the jar was black it had an average inside air temperature of 53 degrees  C and when the Lid color was White the air temperature inside was only an average of 42 degrees C. So this shows that when the color black is used instead of white you will have an average air temperature increase of 11 degrees C.',2
26685,black,'In the experiment, the jar with the black lid was on average 53 degrees C after being exposed to the lamp for ten minuets . The dark grey lid was only 48 degrees C, 5 degrees C less than that of the black lid. The jar with a white lid was only 42 degrees C, 11 degrees C less than the jar with the black lid. To warm up the doghouse by just the sunligh t Brandi and Jerry should paint the doghouse black to increase the temperature within the doghouse. Compared to the results with the jars, the black paint would absurd the sunlight and warm up the doghouse more than painting it white as with the jars experiment, the black lid warmed up th e jar 11 degrees C more than the jar with the white lid.',2
26686,white,'I would choose white because, white does not absorb a lot of light so there for, when iit is hot outside your dog will not get to hot inside of its doghouse. I choose the color white because in the experiment it shows that the average temperature for the white lid was 42 and for the Black lid it was 53. that is an 11 degrees c difference between the two colors. So for a doghouse I highly considered it being white.',2
26687,'light gray','The light gray will make the dogs house not t oo cold and not too hot for the dog. The average tempature would probably be around 40-50 degrees  because the light gray lid on the jar had an average 45 degrees  C but a doghouse is a different size from a jar so the tempa ture will vary a little.',2
26688,white,'The best color for the doghouse is white. This is because avoiding to Brandies and Henrys experiment the white doghouse gives the least amount of heat into the doghouse. For the Black doghouse the average temperature would be 53 degrees C for the Dark Grey doghouse the average temperature would be 48 degrees C for the Light Grey doghouse the temperature would be 45 degrees C and the White doghouse would have a temperature 42 degrees C. Avoiding to this data the best color for a doghouse would be white.',2
26689,white,'If the dark the color the hotter it gets why not choose white to keep the dog nice and cool in some ways.',1
26690,white,'White is the best color for the doghouse because darker colors absorb more heat when its warm or hot out. But white r eflects all of that heat energy',0
26691,'dark gray','The reason that I selected dark gray as the o ptimal color for the doghouse is becauseout of all the colors, dark gray seemed to be the middle temperature. This temperature will affect the doghouse by making it hotter in the winter when the sun shines on it, and cooler then black in the summer, because it is a lighter shade than black. This will occur from the dark gray paint, because in the experiment, the use of the black lid made the air temperature inside the jar an average of 53 degrees . The use of a white lid in the experiment made the air tempur azure inside the jar an average of 42 degrees . The use of a light gray lid made the air temperature inside the jar an average of 45 degrees , and the u se of a dark gray lid made the air temperature inside the jar 48 degrees . T his shows that dark gray is the middle temperature, and ideal for a doghouse, because its temperature was 6 degrees  hotter than the coolest tempurat ure, and 5 degrees  cooler then the hottest temperature, making dark gray me dium in temperature, and optimal for a doghouse.',2
26692,'dark gray','That color (dark gray) might affect the dog h ouse by absorbing heat cause it is a dark color,but not as dark black,so it won\'t absorbs. munch heat.',1
26693,white,'The best paint color for the doghouse is white because the white color for the lid does not get as hot as the other colors. itt wont be really hot inside the doghouse. Avoiding to the Air Temperature BLACK average was 53 C degrees  DARK GRAY average 48 C degrees  LIG HT GRAY average 45 C degrees  And the WHITE average 42 C degrees',2
26694,white,'i picked white because it will make the dog h ouse colder even when the sun hits it',1
26695,white,'I would choose to paint the doghouse white. The reason that I would paint the doghouse white is because the inside o f the doghouse would then be cooler, rather than if you were painting it black. The average air temperture when using white after 10 mintier was 42 degrees C rather then when using black after 10 minutes it was 53 degrees C . This has an overwhelming difference of 11 degrees C after JUST 10 minutes',2
26696,black,'This color (black) will help the doghouse stay or become warmer. Since the doghouse is outside, and for the most part its pretty cold outside, the doghouse should be black, so that the dog who lives in the doghouse can stay warm. Black will do this the most because it absorbs energy better. After the 10 minutes, in the experiment, black was the darkest color and had an average temperature of 53 degrees Celcius. After the 10 minutes, in the experiment, white was the lightest color and had an average temperature of 42 degrees Celcius. So this proves that the darker the color, the more energy it will absorb, making the object warmer.',2
26697,black,'the color will keep the doghouse cooler in t he hot sumer',0
26698,'dark gray','dark gray because it will attrac enough heat to keep it warm in the doghouse.',1
26699,white,'I pick this color because its so bright.',0
26700,'dark gray','The color wold keep the doghouse at a even t empature but it wouldn\'t really matter because its not a closed system. th e jar had a lid so it left in heat ,but a doghouse would let the heat ou t so the doghouse is a open system.',0
26701,white,'The tempreture inside the white doghouse will be much cooler then the air tempreture outside. Because in the experiment, the results from all the testing showed that the white colored lid was much cooler the the rest of the colors used, so it would be more reasona ble to use the white colored paint to paint the doghouse.',2
26702,'light gray','it will keep it warm in the winter but in the summer it would keep it cool because it is a light gray',1
26703,black,'If they choose to paint the doghouse black, it will affect it by absorbing more heat energy. In the investigation, th e average temperature for the black lid was 53 degrees C versus the white wh ich had an average of 42 degrees C. Therefore, if Brandi and Jerry paint t he doghouse black, it will absorb more heat energy than the other colors .',2
26704,'light gray','The best paint color for the doghouse would be light grey. This because the light grey would keep the doghouse not a s hot during like the summer, and warm enough during the winter. From Bra ndi and Jerry\'s previous experiment, you can see with darker colors on th e lids like black and dark grey it made the jar temperature hotter so if you used it on the doghouse it would make it too warm inside. With the light grey it would be not to hot or cold. Another choice would be the white but that might make the doghouse to cold in the winter, so light grey is the best choice.',2
26705,white,'it adore less heat',1
26706,black,'the color would keep the doghouse warmer bec use the average was 53 minutes after the light was turned off, so the dog would stay warmer compared to white which was only and average of 42 min utes after the light turned off.',1
26707,'light gray','Light gray would be the best color for the doghouse because it would not be too hot or too cold because in the expiram ent, the jar with light gray lid had an average temperature of 45 degrees C after 10 minutes under the heat lamp which was not as cold as the white l id (42 degrees C) and the light grey lid did not have as hot of an average air temperature after 10 minutes under the heat lamp as the dark gray lid (48 degrees C) or the black lid which was 53 degrees C. With the light grey roo f, the dog would not get too hot or too cold in it\'s doghouse.',2
26708,white,'It was the lid color that had the coolest temperature. It was 42 degrees C, 43 degrees C, 41 degrees C, and 42 degrees C.',2
26709,black,'The color black, might affect the inside of t he doghouse because the color black absorbs more energy compared to the o ther colors. I think this because in the data from the experiment, the average air temperature inside the glass jar after ten minutes for the lid color black was 53 degrees C. The Dark gray lid colors average air temperature inside the glass jar after ten minutes was 48 degrees C, the air temperature for light gray was 45 degrees C, and the average air temperature for the lid color white was 42 degrees C. Overall, the conclusion you could draw fr om that data is that the lid color black did absorb more energy than the other colors. In the experiment the black lid had a difference in average s from the coldest air temperature (the white lid) by 11 degrees C.',2
26710,'light gray','maybe something else was albedo that color',0
26711,black,'Black might affect it because the darker the color the the more energy it absorbs.',0
26712,'light gray','they would choose light gray because they want the doghouse to be the right tempature for the dog to stay in without being to hot and light gray is the perfect temapture for the dog.',0
26713,white,'That color will effect the doghouse because t he doghouse will not be hot in the summer it will stay cool in the there.',1
26714,black,'black if you live in a cold place and want th e doghouse to stay warm.',1
26715,'dark gray','in winter the doghouse will stay warm in the summer the doghouse will stay cool.',1
26716,black,'In the summer the doghouse will be hot but in the winter the doghouse will be warmer becuse black attracts heat.',1
26717,white,'i choose white because if it was black,dark gray, or light gray it will get hoter because of the density of hot ness.',1
26718,'dark gray','Because dogs can only see light gray or dark gray and its more easyer for him to see his doghouse.',0
26719,black,'the color might affect the doghouse because it is a dark color.....',0
26720,'dark gray','I think that Brandi and Jerry should use dark grey for the doghouse paint color.Dark grey would keep the temperature between the highest and the lowest temperature.Dark grey would be the bes t because the black doghouse would get to hot for the dog at an average at 53 degrees c and the white doghouse would be to cold for the dog at an average of 42 degrees c so i picked the dark grey doghouse because it was in the middle at 48 degrees c. The light grey house would be my next choise at an average of 45 degrees c.The light grey and dark grey doghouse. are only 3 degrees c away from each other and i picked the dark grey because if it g ot colder the doghouse would still stay warm enough for the dog.',2
26721,black,'Black would be a good because it is a dark color and dark colors absorbe heat so when the doghouse is made it will be warm for the dog.',1
26722,white,white,0
26723,'dark gray','Dark gray would be the best for the lids to m ake it sleeping light',0
26724,'light gray','light gray is not too cold but not too hot . Remember , most dogs have alot of hair on their bodys to keep them warm. &amp; so you dont want a doghouse that gets too hot , like the black doghouse , cause the sun absorbs in darker colors. If a dog gets too cold in the doghouse , provide blankets , food , &amp; water . For a health y envoirment. Also , if you see its a nice day outside , let the dog play aloud dont make it get cooped up inside .',1
26725,white,'If you painted the doghouse white, it would keep the dog cooler than if you were to paint the doghouse black because the color black attracts heat more than the color white does, so if you painted it black, the dog would be really warm.',1
26726,white,'i choose white because black and grays suck in alot of heat and white reflects it so white is less hot.',1
26727,'light gray','You\'d probably want a light gray so that in t he summer the house is cool, and in the winter its warm',1
26728,'dark gray','it wwould make the doghouse a good temperatu re',0
26729,'light gray','Light gray doesnt wont make the doghouse, to o hot or too cold. The doghouse would be both warm and cool down.',1
26730,'dark gray','Dark gray is best because the temperature sta ys the same',0
26731,white,'White has the least temperature on the data t able and it is the lightest color. Like their hypothesis said \"Darke r colors absorb more heat than lighter colors\". So white is the light.st color there is. So that means that the white doghouse wont absorb an y heat like the black, dark gray, and light gray doghouses.',2
26732,'dark gray','I would say dark gray because if it was cold it would keep the doghouse warm and if it was hot the doghouse wold be warm inside.',1
26733,'dark gray','cause darker the color more it atracts heat',1
26734,'light gray','Brandi and Jerry should paint the doghouse light grey, because light grey absorbs more heat than white, but it absorbs less heat than black and dark grey. Light gray would be perfect, because during the summer, the light gray would absorbs.me heat but not alot, s o the doghouse wouldn\'t be too warm. During the winter, the light gray wo uld absorbs.me heat so that the doghouse wont be too cold during the winter. I know this because in the experiment that Brandi and Jerry did (whe re they found out how the color of an object affects its temperature) the y found that the average temperature of the glass jar with the black lid after 10 minutes was 53 degrees C. The average temperature of the glass jar with the dark gray lid after 10 minutes was 48 degrees C. The average temperature of the glass jar with the light gray lid after 10 minutes was 45 degrees  C. Funnily, the average temperature of the glass jar with the white lid after 1 0 minutes was 42 degrees C. This shows that light gray absorbs some heat, bu t not alot, so Light gray would be the perfect color for a doghouse.',2
26735,white,'If the color white is used on the doghouse, it would reflect the suns light causing the inside of the doghouse to be cooler than if it was painted with a darker colored paint.',1
26736,white,'white would best fit the doghouse because it helps the house cooled down then the dog woulnt be so hot or warm.',1
26737,'dark gray','The dark gray would be better for the dog hou se because its not to hot but not to cold. The black would be to hot becuse the average was 53 degrees c but the light gray and white are to cold with the light tray\'s average at 45 degrees c and white at 42  degrees c. So in this case the dark gray is the right color fit the doghouse with the average of 48 degrees c.',2
26738,black,'how hot it will get',0
26739,white,'I go with white because then the dog wont be as hot or cold in somedays because most of the trials were different.',0
26740,white,'They Should Paint the Dog house White. If The Dog House Was whiteAnd It was a sunny day, then the dog would be hot.(do gs cant sweat.)',0
26741,black,'Black will be a good color for the doghouse because it attracts heat and it will kep the dog warm in its doghouse. T he average temperature for the color black is 53 degrees and the average temperature for the lightest color, white, is 42 degrees, though black is better because it is a warmer color and the dog should rather be warm ra ther than cold.',2
26742,'dark gray','it will not make it too hot for the dog or to cold for the dog',1
26743,white,'the darker the coler the hotter the air in th e dog house',1
26744,white,'White would be a good color for the doghouse because it doesn\'t absorb as much heat as black. This would make it cooler so the dog wouldn\'t be too hot',1
26745,black,'If it is cold outside and there is still some sun, the color would absorb the sun, making the doghouse a little warmer for the dog to stay in. Giving a dog a wamer atmosphere would be better to have it cold and freezing. Brandi and Jerry did an experiment wh ere they tested colors (black, dark gray, light gray &amp; white) and black had an average of 53 degrees C. While comparing to the white which was 42 degrees C, that is 12 degrees apart from the black.',2
26746,'dark gray','it would keep the doghouse warm but not to warm because dark gray is a dark color',1
26747,white,'i think that white would effect the doghouse because it had the lowest numbers in the data table',1
26748,'light gray','The light gray color will keep the room bothe cool and warm at the same time',0
26749,'light gray','black absorbs more heat, therefore it will be too warm in the doghouse, white on the other hand absorbs less heat as you can see on the data table. During trial 1 white was 42 degrees  while black was 54 degrees . So if the roof is white the dog will too cool. Therefore th e doghouse should be light grey, it is a happy medium. On cool days it w ill still be warm because grey absorbs more heat than white, and on hot d ays it wont be too hot because grey absorbs less heat then black.',2
26750,white,'the daog have fur and when it hot the white w ill reflect the heat from going inside and keep the dog cool in the experiment the white got cool then the others',2
26751,'dark gray','If Brandi and Jerry paint the doghouse dark gray, then when the dog would be inside the doghouse it would not be hot, but it would not be cold, either. From the investigation for the air temperature, the average of all the averages combined is 47. The closest color to that temperature is dark grey. Therefore, the color dark grey is just the right temperature because it\'s not too not, and not too cold. The dog inside the doghouse would be perfect in this temperature.',1
26752,black,'If the paint on the doghouse is black then the inside of the doghouse will be warmer. The air in the jar was always warmer when the black lid was on it. the dog will stay warm in a black doghouse.',2
26753,'dark gray','Dark gray would be the best paint color for the doghouse because in all the trials the dark gray lid changed the air temperature in the jar to 48 degrees C. The light gray lid change the air in the jar to 44 degrees C in the first trial, 45 degrees C in the second trial, and 46 degrees C in the third trial. Dark gray would keep the doghouse the s ame temperature where as the light grays temperature would vary.',0
26754,white,'if you have a white houes les heat will be at racted to the houes because it is a lighter color but to a dlack houes mo re heat will be attached',1
26755,black,'it will make the air inside the doghouse warm.r if the color is darker',1
26756,'light gray','The color might affect the doghouse becuase dark colors attrack sunlight so black would be hotteer then dark gray, wo uld be hotter then light gray, and light gray would be hotter then white. White would have the coldest tempature in the doghouse and black would be the hottest.',1
26757,white,'white would be the best choice for the dog ho use because dark colors like black and dark gray absorb a lot of energy a nd it will be hotter, so therefor make a white doghouse and the dog would be in cooler temp',1
26758,'light gray','Well darker colors absorb more heat,making the doghouse a lighter color will keep it cool,but also warm but not to warm',1
26759,white,'white because, the jar with the white jar lid stayed the coolest and only got up to about 42 degrees c. so the doghouse would stay cooler if you painted it white.',2
26760,black,'black will affect the doghouse becouse black attracts the sun wich makes lots of heat and high temperature',1
26761,black,'Becasue darker colors absorve more enrg y .',0
26762,black,'black because dark colors absorb more energy',1
26763,white,'because thee adorer the color of something th e more heat is attracted to it.',1
26764,'light gray','Its the median temperature from the experiment, so the doghouse temurature would be able to stay warm in cold weather and cool in hot weather.',1
26765,'light gray','The color will keep the dog warmer in the winter, but won\'t make the doghouse hot in the summer.',1
26766,'dark gray','Using the dark gray paint would be best because it was closest to the average temperature of all of the colors. The doghouse temperature would be warm, which is good for the winter and most s easons.',1
26767,black,'Black paint well keep the doghouse warmer because the black lid was avaraged 54 degrees C ware as white paint was only 42 degrees C. So there would be an sparge of about 12 degrees C diffence b atween the white and black paint.',2
26768,black,'the darker the color, the more heat or light is absorbed making it warmer. and in the experiment black made the air of the jar the warmest. the heat from the top of the doghouse will heat up the doghouse',2
26769,'dark gray','This color will effect the tempeture of the d og house because the tempeture doesnt change most of the time. the dark gray color keeps the tempeture the same, and it keeps it nice and cool for the dog.',0
26770,'light gray','black is too dark and it will make the dog de peters and the white is too light it will be dirty so soon so gray color will not make it dirty soon and depress. it will make the dog hyper and m ore excited.',0
26771,'dark gray','because it gives the inside of the doghouse a warm felling inside that would confret the dog',1
26772,white,'The color white would be the best choice when painting a doghouse because it would keep the dogs cooler on when inside than any of the other color choices. The average temperature when testing white paint in the experiment was 42 degrees  C. Which is 11 degrees C cooler than if you would have chosen black paint which has an average of 53 degrees C. Proving perfectly why choosing white paint is the best choice.',2
26773,black,'it will make it absorb more energy ,',0
26774,'dark gray','the color dark gray because it would keep the doghouse cool for the dog because the average temp. was 48 degrees',2
26775,white,'The white will keep the doghouse cooler when it is hot outside. Since the temperature was lowest when the white lid wa s on the jar the temperature in the doghouse will be cooler with a white doghouse.',2
26776,white,'Because it does\'nt get as hot at black, dark grey, or light gray, the abrade for the white lid is 42 degrees c, the average for the black is 53 degrees c, the average for the dark grey is 48 degrees c , and the average for the light grey is 45 degrees c so there for white is t he best color for the doghouse because it doesnt get as hot as the other colors',2
26777,white,'the inside of the doghouse will be cooler because white had the lowest tempature. at 42 degrees celsius',2
26778,white,'well dogs like light colors. they will use i t more often.',0
26779,white,'White might be the best color for the doghouse because of its low heat intake. With the dog having long hair it wouldn\'t be the best decision to have aa black doghlouse where it would a lways get hot. So, with a white doghouse the dog could be more comfortabl e in a less hot doghouse.',1
26780,'dark gray','If Brandi and Jerry made a doghouse, the best color to paint it would be dark gray. Dark gray would be best because it absorbs heat so the dog won\'t be cold if it goes inside, but it isn\'t as dark as black so if the dog wants to be cooler, it can use the doghouse.',1
26781,'dark gray','The doghouse would not be too hot in the summer if you did a dark gray, also if you chose a light gray it could be cold in the winter, so there for dark gray would be the best color.',0
26782,white,'The doghouse should be white because then the temperature inside the doghouse would not rise as much on a sunny day because accoring to experiment and the data table, \"Lid Color vs. Air Temperature,\" the glass jar with the white lid was the least affecte d by light. For example, the average temperature inside the glass jar with the white lid after ten minutes was 42 degrees C, while the average temperature inside the glass jar with the black lid after ten minutes was 53 degrees  C.',2
26783,white,'The color white may affect the doghouse because during the summer it may reach high temperatures and the color white refflects the sun. Making the doghouse less hot.',1
26784,white,'the average air temperature of the jar with a white lid was 41 degrees C. with the paint color as white the air temperature in the doghouse won\'t get as hot. With a black lid in the previous experiment the average air temperature was 53 degrees C which is hotter than th e white lid by 12 degrees C.',2
26785,'light gray','so it won\'t get to hot or too cold',1
26786,white,'It wooled affect the temperature inside of it .',0
26787,white,'because it is said to no contract heat or ab sorb',1
26788,white,'i chose white cause it is the lightest color out of all fur of them and the other ones will just attract heat and the sun.',0
26789,'light gray','it would affect the doghouse by keeping it cool. A dog that is active and does a lot of running, the dog would not want to got to a doghouse that is painted black because that would attract a lot of heat to the point where the dog would stay too hot to cool off.',1
26790,black,'it would keep the doghouse warm because the color will arrack the heat wich will keep the house warm.',1
26791,white,'This color won\'t make the doghouse to hot, to the highest temperature. The temperature of the white doghouse will be just right on a dog, especially after more than 10 minutes.',1
26792,'dark gray','According to the experiment, BLACK would be t he best and most efficient color (in the pretense that you would want it to be warm inside the doghouse, that is). But, the case is, during the summer, it gets very warm, and what happens if you paint the dog\'s house BLACK? Well, that color magnifies the sun\'s heat, and you would indirectly scorch your poor do g. Usually, though, the heat here is cold and not hot, so the best color for the doghouse would be DARK GRAY, because during the Summer and heat, your dog wouldn\'t be too hot, and during the colder times, it will still keep the heat in well.',1
26793,white,'If the color of the doghouse is white, this w ill keep the house cool. According to the experiment, the black lid incre ased the air temperature by 29 degrees C in 10 minutes, while the white lid only increased it by 18 degrees C.',2
26794,'dark gray','The darker a color is the more heat energy it attracts, so the dark grey would attract not much heat energy to where its to hot, but it wont be to cold either.',1
26795,'dark gray','I think dark gray would be the best color for the doghouse because out of all the other colors, this was the only one with the same temperature throughout the trials. it wouldn\'t be too cold or too hot.',1
26796,black,'The color may effect the doghouse because it darker then any other other color',0
26797,white,'white will keep the doghouse cold.',1
26798,white,'White would be the best color for the doghouse because the lighter the color is the less light it will attract.The reason black,dark grey,or light grey wouldn\'t work is in the table it shows for the averages, black is 53 and that is just to high,dark gray is 48 and that is also pretty warm,light gray is 45 and that is a little cooler th an the dark gray but noy much,and then it shows white,and white is 42 and that was the coolest of all the colrs bucause is attracted less heat.',2
26799,white,'by painting the doghouse white it would make the doghouse cooler inside than painting it black dark gray or light gray because in the data it shows that the average temperature of the air in the jar that had the white lid was 42 degrees c , and the average temprature for the air inside the jar that had the black lid was 53 degrees c. by painting the doghouse white there would be a difference in heat of 11 degrees c t han painting the doghouse black. therefore painting the doghouse white would be the best choice of color to paint the doghouse because it would keep it the coolist temperature.',2
26800,white,'If the doghouse is white, it will not become as hot as if it were painted black. The jar with the black lid had an average of 53 degrees C under the lamp. However, the jar with the white lid had an average temperature of 42 degrees C',2
26801,black,'I think the black paint would work best because it absorbed the most heat out of the four colors. The average temperature was 53 degrees which was five degrees higher than the dark gray, eigh t degrees higher than the light gray, and eleven degrees higher than the white paint.',2
26802,'dark gray','Dark grey because, in the winter the dogf mig ht get cold suit would be warmish inside of the doghouse for the dog and in the summer the dog might not even go in its doghouse it will probably want to lay out in the sun but in the summer at night it is the perfect t empeture to sleep in the doghouse.',1
26803,white,'the white paint would make the inside of the doghouse cool and not hot becuse dark colors absorb more energy as said in the text and bright colors don\'t.',2
26804,white,'The white would make it cooler inside so in t he summer it wouldn\'t be hot',1
26805,white,'You should use white because the dog probibly has enough fur to last through winer so you would want to keep as much heat out as possible during the summer-I say this because according to the test results the average air heat from black was 53 degrees C, the average for dark gray was 48 degrees C, The average for light gray was 45 degrees C an d the average for white was 42 degrees C. So in conclution the white paint i s 11 degrees C cooler than black paint. -',2
26806,white,'White has the least air temperature (42) and so there will be less air temperature affecting on the doghouse.',1
26807,black,'black because the coloe might get lighter and then darker and then lighter and then darker, it will affect the doghouse because the house may become warm inside by the heat the black is bring to it',1
26808,'dark gray','The dark gray will be a cooling and warming color for the doghouse. In all 3 trials it only got up to be 48 degrees  C an d the black got up to 54 degrees  C',1
26809,white,'It affects the inside of the doghouse because if white is the color outside then on the inside it will be much cooler than black or dark gray since darker colors aborb more heat.',1
26810,'light gray','The color would affect the doghouse by not ge tying to hot in th summer and not getting to cold in the winter .',1
26811,white,'the white whould not be hot so the dog can not burn up. the temperance was 42 degrees  and the hight was the black at 53 degrees  . the diffentcies would be 11 degrees .',2
26812,black,'That color wil affect the doghouse warming th e inside of the doghose because in the data the color black was ranging i n from 52 degrees C-54 degrees C and the lighter colors were in the 40 degrees C',2
26813,'light gray','its best. its not that dark and that light.',0
26814,white,'It will keep the Dog cooler in the summer. In each Test, the white lid was proven to stay the coolest, the data shows that white has the lowest temperatures at; 42 for trial 1, 43 for trial 2 , 41 for trial 3, and 42 for trial 4.',2
26815,black,'it was hotter outside',0
26816,white,'the white is not dark and not light, white is between that .',0
26817,'dark gray','Dark gary might affect the doghouse by keepin g it hot in the winter but not to hot in the summer',1
26818,black,'The black will absorb more emery',1
26819,'light gray','Its a lighter color and then it wont be that hot.',1
26820,black,'Black would be the best choice in colder clim ates (Washington) because it absorbs more heat. The dog would thusly be warm.r if its doghouse was painted black. Inside the jars, blacks average temperature is 53 degrees C, compared with white which\'s average temperature was 42 degrees C. That is a difference of 11 degrees C.',2
26821,black,'If you use the color black, then the inside o f the doghouse will have an increase in temperature. According to the experiment a Black lid had an average temperature of 53 degrees C. While t he white lid had an average temperature of 42 degrees C. Therefore I can conc lude that a darker color will cause an object to have a higher tempature. Which means a black doghouse will have a higher temperature then a white doghouse.',2
26822,black,'Black affects the doghouse because is donna b e to dark and hes not gonnaq want to stay in ther.',0
26823,white,'How the color white would effect the doghouse is, if they painted it white it would be cooler inside the doghouse. and if they painted it black it would be hotter. they should paint the doghouse white so the affect makes the doghouse cooler.',1
26824,black,'In the experiment the black lid made the air hotter so to make the doghouse hot they should use the black lid for the lamp.',2
26825,black,'because in the winter the dog has a beter chance of staying warm',1
26826,white,'White will not affect the doghouse because th e sun will not go to the doghouse as black because black abased more the energy so the godhouse will get hot as much as the coloer black.',1
26827,white,'Having a white painted roof will reflect heat in the summer, so the dog will not overheat inside it.',0
26828,white,'Having a white colored doghouse will make the doghouse cooler. This is because white is a color that doesn\'t absorb heat as well as other colors which will make the doghouse cooler and more comfertable for the dog. In the experiment the air temperature inside the jar was 11 degrees c cooler than the jar that was black which proves that painting the doghouse white will make the doghouse cooler.',2
26829,black,'the sun will absorb the color black and the temperature will rise',1
26830,'light gray','this color would give the temperature a fresh breeze in the hot summer days &amp; the fall',0
26831,black,'the dog would not be ale to see his house in the dark.',0
26832,white,'In this experiment, it proves that out of all the colors tested, White was the best. White stayed cooled the whole time, while others tempertures went up.',2
26833,white,'I don\'t think the color on the outside would affect the inside of a doghouse if your using a thicker material like wood, but to be safe i would still choose white so the house would be colder',1
26834,black,'Black will affect the doghouse by making it hotter because the average temperature inside the doghouse was 53 degrees  c. The white will will not make it as hot because it\'s average temperature was 42 degrees c.',2
26835,'dark gray','I think that they should paint the doghouse black because it absorbs more sunlight and allow the house to be warmer. The black had the highest temperture that was 54 degrees and the white on e had 41 degrees.',2
26836,white,'white, might make it colder in the winter tha n the spring ,black might it hot in the summer and winter the light gray as well',1
26837,white,'Since white is such a light color it doesnt absorbs. much energy and it\'s cooler than the other colors. Cooler condit ions are best for a dog, in my opinion.',1
26838,white,'the white paint will keep the dog warm but not stifling hot. the paint had the lowest temp. of air in the lab as white doesn\'t attract heat like black does',2
26839,white,'White paint will affect the inside of the doghouse by making it cooler than it would be if the doghouse was a different color. In the experiment, the white color had the lowest temperature, after 10 minutes, and was 42 degrees C. The light gray was 45 degrees C, the dark gray was 48 degrees C, and the black was 53 degrees C. Since the white had the lowest temperature, it would keep the doghouse coolest, and therefore be the best to use.',2
